"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"267","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","SERENA","PELLEGRINO","female",1966-11-11,"SINISTRA ECOLOGIA LIBERTA' (19.03.2013-22.03.2018)","Laurea in architettura;  Architetto",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305887>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Sinistra"
"268","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (entrata in vigore della Convenzione di Istanbul sulla lotta alla violenza contro le donne; sciopero della fame di esponenti radicali per la condizione dei detenuti; per la nomina del Commissario per la sanità in Calabria; default dell'Argentina; blocco della vendita di armi ad Israele; per il rapido voto in Assemblea del disegno di legge sul reato di depistaggio; probabile chiusura del centro trapianti di midollo osseo di Genova; problemi nell'attuazione del piano delle infrastrutture strategiche; per comunicazione del Governo sulla revisione della convenzione tra la Tirrenia e la Regione Sardegna; sversamento di liquami nocivi nel fiume Treja; aumento della disoccupazione giovanile e intendimenti del Governo; violenza sessuale di militari USA a Vicenza; per la nomina di un ministro per le pari opportunità) e per la risposta a strumenti del sindacato ispettivo.","MAURO","PILI","male",1966-10-16,"MISTO (02.10.2013-22.03.2018)","Giornalista professionista",2013-10-02,2018-03-22,2014-07-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_291483>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib69280_17>","Misto"
"269","Interventi di fine seduta su argomenti non iscritti all'ordine del giorno (incidenza tumorale nei distretti di Brescia Ovest e del Monte Orfano; indagine su deputati M5S a Palermo; uso di contrassegni istituzionali nella campagna referendaria; manifestazione nazionale contro la violenza sulle donne; alluvione in Piemonte e Liguria; scioglimento del Corpo forestale dello Stato; morte di Fidel Castro)","NAZZARENO","PILOZZI","male",1969-12-24,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Maturità classica; Impiegato",2014-11-17,2018-03-22,2016-11-28,"<http://dati.camera.it/ocd/intervento.rdf/in17_414660>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib97605_17>","Sinistra"
"270","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","GIUSEPPE","PISICCHIO","male",1954-05-23,"MISTO (19.03.2013-22.03.2018)","Laurea in giurisprudenza; Ricercatore universitario, Giornalista professionista",2013-03-19,2018-03-22,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261046>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Misto"
"271","Comunicazioni del Presidente sulla partecipazione all'incontro interparlamentare «Il rafforzamento delle donne in campo economico: agiamo insieme», organizzato dalla Commissione per i diritti della donna e la parità di genere (FEMM) del Parlamento europeo (Bruxelles 8-9 marzo 2017)","RENATA","POLVERINI","female",1962-05-14,"IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE (19.03.2013-22.03.2018)","Sindacalista",2013-03-19,2018-03-22,2017-03-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_429937>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib101667_17>","Destra"
"272","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (entrata in vigore della Convenzione di Istanbul sulla lotta alla violenza contro le donne; sciopero della fame di esponenti radicali per la condizione dei detenuti; per la nomina del Commissario per la sanità in Calabria; default dell'Argentina; blocco della vendita di armi ad Israele; per il rapido voto in Assemblea del disegno di legge sul reato di depistaggio; probabile chiusura del centro trapianti di midollo osseo di Genova; problemi nell'attuazione del piano delle infrastrutture strategiche; per comunicazione del Governo sulla revisione della convenzione tra la Tirrenia e la Regione Sardegna; sversamento di liquami nocivi nel fiume Treja; aumento della disoccupazione giovanile e intendimenti del Governo; violenza sessuale di militari USA a Vicenza; per la nomina di un ministro per le pari opportunità) e per la risposta a strumenti del sindacato ispettivo.","FABIO","PORTA","male",1963-11-05,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in sociologia; Sociologo",2013-03-19,2018-03-22,2014-07-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_291477>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib69280_17>","Sinistra"
"273","Discussione e conclusione - Approvazione della risoluzione n. 8-00185 - 7-00988 Zampa: Sull'attuazione degli impegni assunti dall'Italia in materia di salute globale, eguaglianza di genere e di empowerment delle donne","LIA","QUARTAPELLE PROCOPIO","female",1982-08-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia dello Sviluppo Avanzata, Master in Economia, Soas Università di Londra, Dottorato di ricerca in economia; Ricercatore",2013-03-19,2018-03-22,2016-05-26,"<http://dati.camera.it/ocd/intervento.rdf/in17_393686>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib92173_17>","Sinistra"
"274","Discussione e conclusione - Approvazione della risoluzione n. 8-00185 - 7-00988 Zampa: Sull'attuazione degli impegni assunti dall'Italia in materia di salute globale, eguaglianza di genere e di empowerment delle donne","LIA","QUARTAPELLE PROCOPIO","female",1982-08-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia dello Sviluppo Avanzata, Master in Economia, Soas Università di Londra, Dottorato di ricerca in economia; Ricercatore",2013-03-19,2018-03-22,2016-05-26,"<http://dati.camera.it/ocd/intervento.rdf/in17_393688>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib92173_17>","Sinistra"
"275","Svolgimento e conclusione - Indagine conoscitiva sull'Agenda 2030 per lo sviluppo sostenibile.
Audizione della Vice Direttrice Generale dell'Organizzazione Mondiale della Sanità per la Salute della Famiglia, delle Donne e dei Bambini, Flavia Bustreo","LIA","QUARTAPELLE PROCOPIO","female",1982-08-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia dello Sviluppo Avanzata, Master in Economia, Soas Università di Londra, Dottorato di ricerca in economia; Ricercatore",2013-03-19,2018-03-22,2016-07-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_400248>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib93898_17>","Sinistra"
"276","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","LIA","QUARTAPELLE PROCOPIO","female",1982-08-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia dello Sviluppo Avanzata, Master in Economia, Soas Università di Londra, Dottorato di ricerca in economia; Ricercatore",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273091>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Sinistra"
"277","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","MARIANO","RABINO","male",1970-05-02,"SCELTA CIVICA PER L'ITALIA (19.03.2013-14.07.2016)","Laurea in giurisprudenza; Dipendente di azienda bancaria",2013-03-19,2016-07-14,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261040>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Centro"
"278","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (svantaggi delle donne nel mondo del lavoro; ecoballe a Taverna del Re (Napoli); modifica del Regolamento della Camera in materia di appello avverso le sanzioni disciplinari) e per la risposta a strumenti del sindacato ispettivo.","FABIO","RAMPELLI","male",1960-08-02,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in archittettura; Architetto",2013-04-03,2018-03-22,2014-03-27,"<http://dati.camera.it/ocd/intervento.rdf/in17_271236>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib64798_17>","Destra"
"279","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","FABIO","RAMPELLI","male",1960-08-02,"FRATELLI D'ITALIA (03.04.2013-22.03.2018)","Laurea in archittettura; Architetto",2013-04-03,2018-03-22,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261036>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Destra"
"280","Per la sospensione della seduta per un esame approfondito delle riformulazioni proposte dal Governo, nell'ambito dell'esame delle mozioni concernenti iniziative per prevenire e contrastare la violenza contro le donne.","WALTER","RIZZETTO","male",1975-06-27,"FRATELLI D'ITALIA-ALLEANZA NAZIONALE (22.03.2016-22.03.2018)","Diploma di liceo classico",2016-03-22,2018-03-22,2017-11-07,"<http://dati.camera.it/ocd/intervento.rdf/in17_457108>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108899_17>","Destra"
"281","Per la sospensione della seduta per un esame approfondito delle riformulazioni proposte dal Governo, nell'ambito dell'esame delle mozioni concernenti iniziative per prevenire e contrastare la violenza contro le donne.","WALTER","RIZZETTO","male",1975-06-27,"FRATELLI D'ITALIA-ALLEANZA NAZIONALE (22.03.2016-22.03.2018)","Diploma di liceo classico",2016-03-22,2018-03-22,2017-11-07,"<http://dati.camera.it/ocd/intervento.rdf/in17_457109>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108899_17>","Destra"
"282","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di esperti della materia: Olivia Bonardi, professoressa associata di diritto del lavoro presso l'Università degli studi di Milano, Francesca Bettio, professoressa ordinaria di politica economica presso l'Università di Siena, e Gianni Betti, professore associato di statistica economica presso l'Università di Siena.","WALTER","RIZZETTO","male",1975-06-27,"MISTO (27.01.2015-22.03.2016)","Diploma di liceo classico",2015-01-27,2016-03-22,2015-11-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_363988>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85065_17>","Misto"
"283","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione del sottosegretario di Stato per l'economia e le finanze Pier Paolo Baretta","WALTER","RIZZETTO","male",1975-06-27,"FRATELLI D'ITALIA-ALLEANZA NAZIONALE (22.03.2016-22.03.2018)","Diploma di liceo classico",2016-03-22,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385848>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90122_17>","Destra"
"284","Deliberazione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne","WALTER","RIZZETTO","male",1975-06-27,"MISTO (27.01.2015-22.03.2016)","Diploma di liceo classico",2015-01-27,2016-03-22,2015-03-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_326323>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib75921_17>","Misto"
"285","Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Pierangelo Albini, direttore dell'area lavoro e welfare di Confindustria.","WALTER","RIZZETTO","male",1975-06-27,"MISTO (27.01.2015-22.03.2016)","Diploma di liceo classico",2015-01-27,2016-03-22,2016-01-13,"<http://dati.camera.it/ocd/intervento.rdf/in17_371392>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86607_17>","Misto"
"286","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (entrata in vigore della Convenzione di Istanbul sulla lotta alla violenza contro le donne; sciopero della fame di esponenti radicali per la condizione dei detenuti; per la nomina del Commissario per la sanità in Calabria; default dell'Argentina; blocco della vendita di armi ad Israele; per il rapido voto in Assemblea del disegno di legge sul reato di depistaggio; probabile chiusura del centro trapianti di midollo osseo di Genova; problemi nell'attuazione del piano delle infrastrutture strategiche; per comunicazione del Governo sulla revisione della convenzione tra la Tirrenia e la Regione Sardegna; sversamento di liquami nocivi nel fiume Treja; aumento della disoccupazione giovanile e intendimenti del Governo; violenza sessuale di militari USA a Vicenza; per la nomina di un ministro per le pari opportunità) e per la risposta a strumenti del sindacato ispettivo.","WALTER","RIZZETTO","male",1975-06-27,"MOVIMENTO 5 STELLE (19.03.2013-27.01.2015)","Diploma di liceo classico",2013-03-19,2015-01-27,2014-07-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_291486>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib69280_17>","Movimento 5 Stelle"
"287","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Silvia Ferretti, rappresentante di Federcolf, Federica Rossi Gasparrini, presidente di Obiettivo Famiglia Federcasalinghe, Bonaventurina Fringuelli, rappresentante di Obiettivo Famiglia Federcasalinghe e Giovanna Mercadante, rappresentante di Obiettivo Famiglia Federcasalinghe.","WALTER","RIZZETTO","male",1975-06-27,"MISTO (27.01.2015-22.03.2016)","Diploma di liceo classico",2015-01-27,2016-03-22,2015-11-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_363987>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85064_17>","Misto"
"288","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Vera Lamonica, Segretaria confederale della CGIL, Valeria Picchio, componente del Dipartimento Democrazia economica della CISL, Domenico Proietti, Segretario confederale della UIL, Nazzareno Giuseppe Mollicone, Dirigente confederale della UGL.","WALTER","RIZZETTO","male",1975-06-27,"MISTO (27.01.2015-22.03.2016)","Diploma di liceo classico",2015-01-27,2016-03-22,2015-11-23,"<http://dati.camera.it/ocd/intervento.rdf/in17_363985>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib85063_17>","Misto"
"289","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","GIANLUCA","RIZZO","male",1974-04-26,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Diploma di liceo scientifico; Disoccupato",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305880>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"290","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","GESSICA","ROSTELLATO","female",1982-10-23,"MOVIMENTO 5 STELLE (19.03.2013-27.01.2015)","Diploma di istituto tecnico commerciale; Impiegata addetta alla gestione del personale",2013-03-19,2015-01-27,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303093>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"291","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Giovanni Marcantonio, Consigliere nazionale coordinatore della Commissione politiche previdenziali dell'Ordine dei consulenti del lavoro.","GESSICA","ROSTELLATO","female",1982-10-23,"PARTITO DEMOCRATICO (30.04.2015-22.03.2018)","Diploma di istituto tecnico commerciale; Impiegata addetta alla gestione del personale",2015-04-30,2018-03-22,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374210>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87325_17>","Sinistra"
"292","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","CARLA","RUOCCO","female",1973-07-28,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Abilitazione alla professione di dottore commercialista; Funzionario tributario",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303099>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"293","Per la sospensione della seduta per un esame approfondito delle riformulazioni proposte dal Governo, nell'ambito dell'esame delle mozioni concernenti iniziative per prevenire e contrastare la violenza contro le donne.","BARBARA","SALTAMARTINI","female",1972-08-27,"LEGA NORD E AUTONOMIE (31.03.2015-22.03.2018)","Diploma di liceo scientifico; Imprenditrice nel settore organizzazioni eventi e manifestazioni",2015-03-31,2018-03-22,2017-11-07,"<http://dati.camera.it/ocd/intervento.rdf/in17_457110>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108899_17>","Destra"
"294","Interventi di fine seduta su argomenti non iscritti all'ordine del giorno (inadempienze del Governo rispetto alla ""opzione donna""; aggressione a Ostia da parte di un esponente della famiglia Spada ai danni di due operatori televisivi RAI; norme sulla conservazione dei dati di traffico telefonico; errato invio di una interpellanza non ancora discussa ad un soggetto esterno; anniversario dell'uccisione di Gabriele Sandri), e per la risposta a strumenti del sindacato ispettivo.","BARBARA","SALTAMARTINI","female",1972-08-27,"LEGA NORD E AUTONOMIE (31.03.2015-22.03.2018)","Diploma di liceo scientifico; Imprenditrice nel settore organizzazioni eventi e manifestazioni",2015-03-31,2018-03-22,2017-11-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_457262>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib108921_17>","Destra"
"295","5-08834 Sanga: Sulle diciannove donne curde bruciate vive dal Daesh a Mosul","GIOVANNI","SANGA","male",1962-09-13,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in economia e commercio; Dottore commercialista",2013-03-19,2018-03-22,2017-03-22,"<http://dati.camera.it/ocd/intervento.rdf/in17_428122>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib101129_17>","Sinistra"
"296","Esame e rinvio - Interventi per il sostegno e l'assistenza delle donne vittime di violenza. C. 951","DANIELA","SBROLLINI","female",1971-09-30,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di liceo classico; Dipendente Anci",2013-03-19,2018-03-22,2013-09-10,"<http://dati.camera.it/ocd/intervento.rdf/in17_232601>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57568_17>","Sinistra"
"297","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (decessi a seguito di vaccinazioni e richiesta di un'informativa del Ministro della salute a tale riguardo; mancata adozione del piano antiviolenza sulle donne; rilevanza del fenomeno della mancata risposta alle interrogazioni; competenze per il riordino della sanità; vertenza dei lavoratori della società Milano 90; incardinamento di una proposta di legge; tragica scomparsa del bambino Andrea Stival in Sicilia) e per la risposta a strumenti del sindacato ispettivo.","EMANUELE","SCAGLIUSI","male",1984-02-15,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Diploma di istituto tecnico industriale; Studente",2013-03-19,2018-03-22,2014-11-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_309159>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72948_17>","Movimento 5 Stelle"
"298","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","EMANUELE","SCAGLIUSI","male",1984-02-15,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Diploma di istituto tecnico industriale; Studente",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303090>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"299","Nella giornata internazionale per l'eliminazione della violenza contro le donne","ROSANNA","SCOPELLITI","female",1983-11-12,"NUOVO CENTRODESTRA (18.11.2013-22.03.2018)","Presidente fondazione Antonino Scopelliti",2013-11-18,2018-03-22,2014-11-25,"<http://dati.camera.it/ocd/intervento.rdf/in17_308079>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72764_17>","Destra"
"300","Sull'ordine dei lavori (morte dell'ex deputato Pietro Barcellona; conseguenze della vicenda dell'ILVA sullo stabilimento di Caronno Pertusella; ritrovamento di fusti con fanghi industriali a Casal di Principe; mancata risposta del Governo a interpellanze e interrogazioni; offesa ad un partito storico sul sito Internet di un partito politico; episodi di violenza sulle donne; posizioni contraddittorie di un partito politico; organizzazione dei tempi dei lavori parlamentari) e per la risposta ad uno strumento del sindacato ispettivo","ARTURO","SCOTTO","male",1978-05-15,"SINISTRA ECOLOGIA LIBERTA' (19.03.2013-28.02.2017)","Laurea in scienze politiche; Dirigente di partito",2013-03-19,2017-02-28,2013-09-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_233955>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57878_17>","Sinistra"
"301","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (interventi a favore delle famiglie di disabili; attacco alla sede del PD di Castellanza (Varese); calamità naturali e dissesto idrogeologico; mancata adozione del piano antiviolenza sulle donne; conferenza dei servizi sul gasdotto TAP; conferimento di incarico di consulenza da parte del sindaco di Nusco (Avellino) ad un collega di partito) e per la risposta ad uno strumento del sindacato ispettivo","ANGELO","SENALDI","male",1962-07-02,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Laurea in chimica; Responsabile commerciale azienda materie plastiche",2013-03-19,2018-03-22,2014-11-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_305196>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72353_17>","Sinistra"
"302","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","CARLO","SIBILIA","male",1986-02-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in biotecnologie; Impiegato",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305889>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"303","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","CARLO","SIBILIA","male",1986-02-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in biotecnologie; Impiegato",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303092>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"304","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (per rettificare una votazione, solidarietà ad un deputato oggetto di attacchi; ricordo dell'uomo politico Giacomo Brodolini; difficoltà nell'applicazione dell'""opzione donna"")","CARLO","SIBILIA","male",1986-02-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in biotecnologie; Impiegato",2013-03-19,2018-03-22,2015-07-24,"<http://dati.camera.it/ocd/intervento.rdf/in17_347962>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib81083_17>","Movimento 5 Stelle"
"305","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (interventi a favore delle famiglie di disabili; attacco alla sede del PD di Castellanza (Varese); calamità naturali e dissesto idrogeologico; mancata adozione del piano antiviolenza sulle donne; conferenza dei servizi sul gasdotto TAP; conferimento di incarico di consulenza da parte del sindaco di Nusco (Avellino) ad un collega di partito) e per la risposta ad uno strumento del sindacato ispettivo","CARLO","SIBILIA","male",1986-02-07,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in biotecnologie; Impiegato",2013-03-19,2018-03-22,2014-11-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_305202>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72353_17>","Movimento 5 Stelle"
"306","5-09428 Simonetti: Monitoraggio delle risorse destinate dall'articolo 1, comma 281, della legge n. 208 del 2015 al completamento della sperimentazione di cui all'articolo 1, comma 9, della legge 23 agosto 2004, n. 243, relativa alla cosiddetta «opzione donna», e iniziative per l'impiego delle risorse non utilizzate","ROBERTO","SIMONETTI","male",1973-04-05,"LEGA NORD E AUTONOMIE (25.06.2014-22.03.2018)","Laurea in economia aziendale e management; Geometra libero professionista",2014-06-25,2018-03-22,2016-10-13,"<http://dati.camera.it/ocd/intervento.rdf/in17_408967>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib96314_17>","Destra"
